"gene","padj","disease"
"ENSG00000198648","71.6821194","EFO_0004995"
"ENSG00000198648","77.915144","EFO_0004995"
"ENSG00000198648","79.804337","EFO_0004995"
"ENSG00000198648","66.9850886","EFO_0004995"
"ENSG00000138821","83.0121279","EFO_0004995"
"ENSG00000138821","83.4543645","EFO_0004995"
"ENSG00000138821","83.5396886","EFO_0004995"
"ENSG00000181915","53.4380078","EFO_0004995"
"ENSG00000198189","72.7858603","EFO_0004995"
"ENSG00000148498","61.8894041","EFO_0004995"
"ENSG00000148498","58.8606298","EFO_0004995"
"ENSG00000148498","57.72416","EFO_0004995"
"ENSG00000148498","61.7767513","EFO_0004995"
"ENSG00000148498","50.5597353","EFO_0004995"
"ENSG00000186088","50.0323355","EFO_0004995"
"ENSG00000270800","65.3657973","EFO_0004995"
"ENSG00000075891","56.1253667","EFO_0004995"
"ENSG00000117569","55.2947044","EFO_0004995"
"ENSG00000117569","54.3356955","EFO_0004995"
"ENSG00000117569","55.1440954","EFO_0004995"
"ENSG00000117569","55.3100109","EFO_0004995"
"ENSG00000117569","55.6652725","EFO_0004995"
"ENSG00000117569","56.1058819","EFO_0004995"
"ENSG00000117569","54.6854734","EFO_0004995"
"ENSG00000117569","55.3067029","EFO_0004995"
"ENSG00000117569","55.4216683","EFO_0004995"
"ENSG00000134489","68.1740642","EFO_0004995"
"ENSG00000134489","68.1265652","EFO_0004995"
"ENSG00000204764","60.003382","EFO_0004995"
"ENSG00000204764","63.5517716","EFO_0004995"
"ENSG00000204764","66.5142775","EFO_0004995"
"ENSG00000083099","67.1270251","EFO_0004995"
"ENSG00000083099","66.6041195","EFO_0004995"
"ENSG00000100906","51.1076391","EFO_0004995"
"ENSG00000100906","72.0164716","EFO_0004995"
"ENSG00000130958","52.9765725","EFO_0004995"
"ENSG00000130958","53.4017324","EFO_0004995"
"ENSG00000154783","53.4945071","EFO_0004995"
"ENSG00000168517","56.0355783","EFO_0004995"
"ENSG00000171045","69.1875458","EFO_0004995"
"ENSG00000187678","64.1638756","EFO_0004995"
"ENSG00000187678","64.5315886","EFO_0004995"
"ENSG00000187678","64.7426724","EFO_0004995"
"ENSG00000187678","60.124135","EFO_0004995"
"ENSG00000187678","64.1737938","EFO_0004995"
"ENSG00000187678","70.4099536","EFO_0004995"
"ENSG00000187678","64.6815836","EFO_0004995"
"ENSG00000187678","64.4740939","EFO_0004995"
"ENSG00000187678","64.3569291","EFO_0004995"
"ENSG00000187678","57.8098893","EFO_0004995"
"ENSG00000197381","70.7995892","EFO_0004995"
"ENSG00000197381","75.2113998","EFO_0004995"
"ENSG00000197381","67.1531975","EFO_0004995"
"ENSG00000101347","66.1544204","EFO_0004995"
"ENSG00000101347","81.0494363","EFO_0004995"
"ENSG00000101347","72.8341043","EFO_0004995"
"ENSG00000101347","60.7814372","EFO_0004995"
"ENSG00000164458","53.2873631","EFO_0004995"
"ENSG00000107679","67.0767963","EFO_0004995"
"ENSG00000107679","57.2612345","EFO_0004995"
"ENSG00000107679","56.0662985","EFO_0004995"
"ENSG00000107679","65.3148234","EFO_0004995"
"ENSG00000107679","65.9725189","EFO_0004995"
"ENSG00000107679","62.5514269","EFO_0004995"
"ENSG00000107679","65.9981012","EFO_0004995"
"ENSG00000107679","65.1819229","EFO_0004995"
"ENSG00000115183","59.3116164","EFO_0004995"
"ENSG00000115183","57.5806081","EFO_0004995"
"ENSG00000148484","57.3226333","EFO_0004995"
"ENSG00000148484","58.634752","EFO_0004995"
"ENSG00000148484","59.0282977","EFO_0004995"
"ENSG00000169599","58.0884933","EFO_0004995"
"ENSG00000169599","75.0967562","EFO_0004995"
"ENSG00000169599","58.7574005","EFO_0004995"
"ENSG00000169599","75.1685679","EFO_0004995"
"ENSG00000169599","61.6810322","EFO_0004995"
"ENSG00000244405","71.7429996","EFO_0004995"
"ENSG00000244405","62.7208948","EFO_0004995"
"ENSG00000244405","77.6919365","EFO_0004995"
"ENSG00000244405","60.89679","EFO_0004995"
"ENSG00000244405","61.623466","EFO_0004995"
"ENSG00000244405","64.0966952","EFO_0004995"
"ENSG00000244405","69.904089","EFO_0004995"
"ENSG00000244405","61.7451906","EFO_0004995"
"ENSG00000244405","60.0202978","EFO_0004995"
"ENSG00000244405","62.4513447","EFO_0004995"
"ENSG00000244405","64.7799492","EFO_0004995"
"ENSG00000127124","70.708549","EFO_0004995"
"ENSG00000127124","69.4818318","EFO_0004995"
"ENSG00000127124","69.0562963","EFO_0004995"
"ENSG00000127124","69.9457586","EFO_0004995"
"ENSG00000127124","71.8260705","EFO_0004995"
"ENSG00000127124","69.8702574","EFO_0004995"
"ENSG00000127124","68.9504445","EFO_0004995"
"ENSG00000156110","64.402926","EFO_0004995"
"ENSG00000260230","58.3179653","EFO_0004995"
"ENSG00000148655","77.4831951","EFO_0004995"
"ENSG00000148655","69.2856729","EFO_0004995"
"ENSG00000148655","65.8624709","EFO_0004995"
"ENSG00000148655","66.0460293","EFO_0004995"
"ENSG00000148655","69.0807164","EFO_0004995"
"ENSG00000196782","62.5935256","EFO_0004995"
"ENSG00000196782","52.1017849","EFO_0004995"
"ENSG00000196782","64.5294726","EFO_0004995"
"ENSG00000174953","58.8978827","EFO_0004995"
"ENSG00000174953","70.8271265","EFO_0004995"
"ENSG00000174953","69.6021616","EFO_0004995"
"ENSG00000174953","63.1311119","EFO_0004995"
"ENSG00000174953","77.1341443","EFO_0004995"
"ENSG00000185559","66.6245878","EFO_0004995"
"ENSG00000185559","72.5386024","EFO_0004995"
"ENSG00000185559","76.1812806","EFO_0004995"
"ENSG00000185559","66.9489443","EFO_0004995"
"ENSG00000185559","63.8416052","EFO_0004995"
"ENSG00000185559","64.0002131","EFO_0004995"
"ENSG00000185559","72.254318","EFO_0004995"
"ENSG00000185559","75.5116165","EFO_0004995"
"ENSG00000185559","63.1674111","EFO_0004995"
"ENSG00000213145","68.1263983","EFO_0004995"
"ENSG00000213145","66.7622447","EFO_0004995"
"ENSG00000154127","70.2979505","EFO_0004995"
"ENSG00000080802","68.0590749","EFO_0004995"
"ENSG00000080802","60.6296301","EFO_0004995"
"ENSG00000080802","67.6316619","EFO_0004995"
"ENSG00000080802","59.4525814","EFO_0004995"
"ENSG00000088970","66.8244243","EFO_0004995"
"ENSG00000088970","60.6659532","EFO_0004995"
"ENSG00000088970","59.9011719","EFO_0004995"
"ENSG00000088970","67.6704645","EFO_0004995"
"ENSG00000088970","66.3320541","EFO_0004995"
"ENSG00000088970","70.6965864","EFO_0004995"
"ENSG00000088970","71.1263716","EFO_0004995"
"ENSG00000088970","60.918808","EFO_0004995"
"ENSG00000121068","61.8904352","EFO_0004995"
"ENSG00000121068","62.1789515","EFO_0004995"
"ENSG00000121068","60.64592","EFO_0004995"
"ENSG00000121068","62.0447397","EFO_0004995"
"ENSG00000121068","60.6785595","EFO_0004995"
"ENSG00000178700","51.0279","EFO_0004995"
"ENSG00000178700","50.3869653","EFO_0004995"
"ENSG00000178700","51.6741216","EFO_0004995"
"ENSG00000178700","50.9557307","EFO_0004995"
"ENSG00000179119","52.6109457","EFO_0004995"
"ENSG00000273398","54.9773157","EFO_0004995"
"ENSG00000135205","68.8956738","EFO_0004995"
"ENSG00000135205","58.8675678","EFO_0004995"
"ENSG00000135205","58.0408275","EFO_0004995"
"ENSG00000135205","55.337882","EFO_0004995"
"ENSG00000135205","58.7957501","EFO_0004995"
"ENSG00000172995","80.6065857","EFO_0004995"
"ENSG00000172995","76.0747075","EFO_0004995"
"ENSG00000172995","78.142184","EFO_0004995"
"ENSG00000011028","71.5567827","EFO_0004995"
"ENSG00000065029","70.5117345","EFO_0004995"
"ENSG00000065029","59.8125994","EFO_0004995"
"ENSG00000118971","79.2050779","EFO_0004995"
"ENSG00000135547","79.5747042","EFO_0004995"
"ENSG00000135547","78.8339853","EFO_0004995"
"ENSG00000135547","50.8984327","EFO_0004995"
"ENSG00000135547","83.2670629","EFO_0004995"
"ENSG00000135547","81.8010986","EFO_0004995"
"ENSG00000135547","79.333663","EFO_0004995"
"ENSG00000135547","78.990221","EFO_0004995"
"ENSG00000135547","83.3945632","EFO_0004995"
"ENSG00000135547","79.4086993","EFO_0004995"
"ENSG00000135547","78.6088467","EFO_0004995"
"ENSG00000153814","83.9696229","EFO_0004995"
"ENSG00000153814","83.914578","EFO_0004995"
"ENSG00000153814","83.6609006","EFO_0004995"
"ENSG00000153814","84.0568304","EFO_0004995"
"ENSG00000153814","84.0118706","EFO_0004995"
"ENSG00000153814","85.2747977","EFO_0004995"
"ENSG00000153814","85.4614794","EFO_0004995"
"ENSG00000153814","84.6486032","EFO_0004995"
"ENSG00000153814","84.0829194","EFO_0004995"
"ENSG00000174197","58.381635","EFO_0004995"
"ENSG00000174197","68.7200963","EFO_0004995"
"ENSG00000174197","61.1719012","EFO_0004995"
"ENSG00000257315","66.4711893","EFO_0004995"
"ENSG00000272325","84.7344935","EFO_0004995"
"ENSG00000118263","76.1655867","EFO_0004995"
"ENSG00000118263","76.0040104","EFO_0004995"
"ENSG00000118263","76.210475","EFO_0004995"
"ENSG00000173175","84.9201798","EFO_0004995"
"ENSG00000152049","88.0642354","EFO_0004995"
"ENSG00000152049","83.775264","EFO_0004995"
"ENSG00000152049","88.1333709","EFO_0004995"
"ENSG00000152049","58.3994389","EFO_0004995"
"ENSG00000152049","85.0237072","EFO_0004995"
"ENSG00000152049","77.4228394","EFO_0004995"
"ENSG00000152049","87.2085512","EFO_0004995"
"ENSG00000152049","82.518965","EFO_0004995"
"ENSG00000152049","85.023421","EFO_0004995"
"ENSG00000152049","58.5543215","EFO_0004995"
"ENSG00000132031","52.4977803","EFO_0004995"
"ENSG00000132031","69.5836723","EFO_0004995"
"ENSG00000132031","54.3883204","EFO_0004995"
"ENSG00000135835","86.8346035","EFO_0004995"
"ENSG00000135835","86.9064987","EFO_0004995"
"ENSG00000135835","88.0433619","EFO_0004995"
"ENSG00000138032","73.7446845","EFO_0004995"
"ENSG00000138032","50.2596319","EFO_0004995"
"ENSG00000163072","58.5776687","EFO_0004995"
"ENSG00000163072","54.1820526","EFO_0004995"
"ENSG00000163072","55.5738986","EFO_0004995"
"ENSG00000163072","61.4573836","EFO_0004995"
"ENSG00000163072","54.2746305","EFO_0004995"
"ENSG00000113389","76.3648689","EFO_0004995"
"ENSG00000113389","80.8505714","EFO_0004995"
"ENSG00000113389","80.9121609","EFO_0004995"
"ENSG00000113389","80.5246055","EFO_0004995"
"ENSG00000113389","69.7318137","EFO_0004995"
"ENSG00000113389","79.7324598","EFO_0004995"
"ENSG00000113389","81.1119378","EFO_0004995"
"ENSG00000113389","72.6308048","EFO_0004995"
"ENSG00000113389","91.7675376","EFO_0004995"
"ENSG00000113389","80.6608915","EFO_0004995"
"ENSG00000113389","76.5437186","EFO_0004995"
"ENSG00000113389","71.888572","EFO_0004995"
"ENSG00000120659","77.250433","EFO_0004995"
"ENSG00000132386","67.1613812","EFO_0004995"
"ENSG00000136231","73.3948529","EFO_0004995"
"ENSG00000136231","70.4414248","EFO_0004995"
"ENSG00000136231","72.6193309","EFO_0004995"
"ENSG00000136231","71.8812406","EFO_0004995"
"ENSG00000136231","75.5079567","EFO_0004995"
"ENSG00000136231","72.6585865","EFO_0004995"
"ENSG00000136231","72.4661469","EFO_0004995"
"ENSG00000136231","70.4932392","EFO_0004995"
"ENSG00000136231","70.5690861","EFO_0004995"
"ENSG00000136231","71.9697177","EFO_0004995"
"ENSG00000185352","56.0864925","EFO_0004995"
"ENSG00000185352","56.5800786","EFO_0004995"
"ENSG00000185352","57.0459902","EFO_0004995"
"ENSG00000185352","63.9846981","EFO_0004995"
"ENSG00000185352","59.0350688","EFO_0004995"
"ENSG00000185352","55.9725583","EFO_0004995"
"ENSG00000185352","71.3831484","EFO_0004995"
"ENSG00000185352","64.7456706","EFO_0004995"
"ENSG00000185352","57.1949899","EFO_0004995"
"ENSG00000185352","58.4525168","EFO_0004995"
"ENSG00000152359","57.399267","EFO_0004995"
"ENSG00000152359","57.4331462","EFO_0004995"
"ENSG00000152359","57.4512601","EFO_0004995"
"ENSG00000152359","57.330972","EFO_0004995"
"ENSG00000152359","57.0697427","EFO_0004995"
"ENSG00000152592","66.2071586","EFO_0004995"
"ENSG00000152592","65.70279","EFO_0004995"
"ENSG00000152592","65.573293","EFO_0004995"
"ENSG00000152592","64.9009883","EFO_0004995"
"ENSG00000124299","77.2156179","EFO_0004995"
"ENSG00000124299","76.974839","EFO_0004995"
"ENSG00000124299","79.736495","EFO_0004995"
"ENSG00000149177","52.4369419","EFO_0004995"
"ENSG00000205213","85.7280672","EFO_0004995"
"ENSG00000205213","77.2772729","EFO_0004995"
"ENSG00000205213","89.6224558","EFO_0004995"
"ENSG00000205213","63.1606579","EFO_0004995"
"ENSG00000205213","75.539428","EFO_0004995"
"ENSG00000163618","59.0297759","EFO_0004995"
"ENSG00000163618","73.0157435","EFO_0004995"
"ENSG00000163618","62.0046854","EFO_0004995"
"ENSG00000141510","53.8806319","EFO_0004995"
"ENSG00000141510","54.0597439","EFO_0004995"
"ENSG00000157766","88.884896","EFO_0004995"
"ENSG00000157766","88.6944175","EFO_0004995"
"ENSG00000157766","89.0183628","EFO_0004995"
"ENSG00000157766","89.1388059","EFO_0004995"
"ENSG00000157766","89.486897","EFO_0004995"
"ENSG00000157766","89.0784264","EFO_0004995"
"ENSG00000157766","89.2267585","EFO_0004995"
"ENSG00000157766","88.5811865","EFO_0004995"
"ENSG00000157766","88.8158321","EFO_0004995"
"ENSG00000157766","87.806803","EFO_0004995"
"ENSG00000157766","81.4165771","EFO_0004995"
"ENSG00000157766","90.4725909","EFO_0004995"
"ENSG00000157766","90.4733419","EFO_0004995"
"ENSG00000157766","89.5649731","EFO_0004995"
"ENSG00000157766","89.0329123","EFO_0004995"
"ENSG00000157766","89.144671","EFO_0004995"
"ENSG00000157766","88.4976745","EFO_0004995"
"ENSG00000157766","89.0716255","EFO_0004995"
"ENSG00000157766","89.1831756","EFO_0004995"
"ENSG00000197077","62.0846629","EFO_0004995"
"ENSG00000197077","62.0815516","EFO_0004995"
"ENSG00000197077","62.3135209","EFO_0004995"
"ENSG00000146263","55.7211339","EFO_0004995"
"ENSG00000163171","72.7926433","EFO_0004995"
"ENSG00000163171","70.1274455","EFO_0004995"
"ENSG00000129965","51.6234994","EFO_0004995"
"ENSG00000129965","51.7731369","EFO_0004995"
"ENSG00000129965","57.48716","EFO_0004995"
"ENSG00000166439","52.2438288","EFO_0004995"
"ENSG00000166439","53.0670166","EFO_0004995"
"ENSG00000172572","86.1735404","EFO_0004995"
"ENSG00000172572","70.7871139","EFO_0004995"
"ENSG00000172572","85.0037694","EFO_0004995"
"ENSG00000172572","86.407876","EFO_0004995"
"ENSG00000172572","86.2656832","EFO_0004995"
"ENSG00000172572","70.8406627","EFO_0004995"
"ENSG00000172572","85.1308465","EFO_0004995"
"ENSG00000134323","79.0730476","EFO_0004995"
"ENSG00000198700","54.9174964","EFO_0004995"
"ENSG00000198700","58.8791013","EFO_0004995"
"ENSG00000198700","51.1509418","EFO_0004995"
"ENSG00000198700","51.0427475","EFO_0004995"
"ENSG00000198700","52.6721001","EFO_0004995"
"ENSG00000099246","58.3498359","EFO_0004995"
"ENSG00000132170","72.8301287","EFO_0004995"
"ENSG00000132170","77.7881086","EFO_0004995"
"ENSG00000132170","72.7232158","EFO_0004995"
"ENSG00000154832","57.6102376","EFO_0004995"
"ENSG00000163132","78.7897468","EFO_0004995"
"ENSG00000163132","78.867799","EFO_0004995"
"ENSG00000163132","78.8715541","EFO_0004995"
"ENSG00000175426","75.8207798","EFO_0004995"
"ENSG00000175426","86.6317153","EFO_0004995"
"ENSG00000175426","68.0222332","EFO_0004995"
"ENSG00000175426","65.6979978","EFO_0004995"
"ENSG00000175426","90.5921459","EFO_0004995"
"ENSG00000175426","89.3241227","EFO_0004995"
"ENSG00000175426","85.4223311","EFO_0004995"
"ENSG00000175426","53.39697","EFO_0004995"
"ENSG00000175426","84.6776962","EFO_0004995"
"ENSG00000175426","90.6049252","EFO_0004995"
"ENSG00000175426","65.7187819","EFO_0004995"
"ENSG00000175426","89.2706275","EFO_0004995"
"ENSG00000175426","90.3219044","EFO_0004995"
"ENSG00000141753","52.6809573","EFO_0004995"
"ENSG00000130449","83.9660823","EFO_0004995"
"ENSG00000130449","81.8484008","EFO_0004995"
"ENSG00000130449","82.4647665","EFO_0004995"
"ENSG00000130449","83.6234033","EFO_0004995"
"ENSG00000130449","83.4470093","EFO_0004995"
"ENSG00000130449","82.437706","EFO_0004995"
"ENSG00000130449","81.657505","EFO_0004995"
"ENSG00000130449","82.6192141","EFO_0004995"
"ENSG00000130449","84.0128362","EFO_0004995"
"ENSG00000134986","57.5911164","EFO_0004995"
"ENSG00000134986","70.1663435","EFO_0004995"
"ENSG00000134986","69.3564594","EFO_0004995"
"ENSG00000134986","69.3407834","EFO_0004995"
"ENSG00000134986","70.1985538","EFO_0004995"
"ENSG00000134986","52.3538351","EFO_0004995"
"ENSG00000176463","86.1437678","EFO_0004995"
"ENSG00000176463","82.3055804","EFO_0004995"
"ENSG00000176463","86.2072468","EFO_0004995"
"ENSG00000187164","65.1923835","EFO_0004995"
"ENSG00000187164","64.7746027","EFO_0004995"
"ENSG00000187164","66.7581737","EFO_0004995"
"ENSG00000019995","67.8477883","EFO_0004995"
"ENSG00000019995","77.1269381","EFO_0004995"
"ENSG00000019995","69.2785323","EFO_0004995"
"ENSG00000019995","74.2658436","EFO_0004995"
"ENSG00000019995","67.3778832","EFO_0004995"
"ENSG00000019995","69.5444822","EFO_0004995"
"ENSG00000127152","88.7515485","EFO_0004995"
"ENSG00000127152","81.2787771","EFO_0004995"
"ENSG00000127152","90.1301324","EFO_0004995"
"ENSG00000127152","79.8768163","EFO_0004995"
"ENSG00000127152","91.374445","EFO_0004995"
"ENSG00000127152","58.1160784","EFO_0004995"
"ENSG00000127152","88.7988806","EFO_0004995"
"ENSG00000127152","91.3912177","EFO_0004995"
"ENSG00000127152","79.9271464","EFO_0004995"
"ENSG00000127152","90.2277529","EFO_0004995"
"ENSG00000127152","91.2210643","EFO_0004995"
"ENSG00000153820","80.7647467","EFO_0004995"
"ENSG00000057019","68.4210956","EFO_0004995"
"ENSG00000119042","88.3209467","EFO_0004995"
"ENSG00000119042","87.3408198","EFO_0004995"
"ENSG00000119042","88.9669955","EFO_0004995"
"ENSG00000119042","60.6233597","EFO_0004995"
"ENSG00000120833","84.4655037","EFO_0004995"
"ENSG00000120833","82.8990161","EFO_0004995"
"ENSG00000120833","82.4201167","EFO_0004995"
"ENSG00000120833","82.3572159","EFO_0004995"
"ENSG00000120833","80.0544739","EFO_0004995"
"ENSG00000120833","85.9057426","EFO_0004995"
"ENSG00000120833","86.1086845","EFO_0004995"
"ENSG00000120833","82.4805379","EFO_0004995"
"ENSG00000120833","82.869792","EFO_0004995"
"ENSG00000120833","82.4882448","EFO_0004995"
"ENSG00000140470","89.5460367","EFO_0004995"
"ENSG00000140470","80.9658527","EFO_0004995"
"ENSG00000140470","88.2882655","EFO_0004995"
"ENSG00000140470","79.3442786","EFO_0004995"
"ENSG00000140470","81.5988183","EFO_0004995"
"ENSG00000140718","73.8272488","EFO_0004995"
"ENSG00000140718","74.4126081","EFO_0004995"
"ENSG00000140718","72.2463727","EFO_0004995"
"ENSG00000140718","74.1146564","EFO_0004995"
"ENSG00000140718","75.3274083","EFO_0004995"
"ENSG00000140718","68.9971685","EFO_0004995"
"ENSG00000140718","75.1453638","EFO_0004995"
"ENSG00000140718","74.226135","EFO_0004995"
"ENSG00000140718","62.8115892","EFO_0004995"
"ENSG00000140718","68.7912345","EFO_0004995"
"ENSG00000140718","75.1219213","EFO_0004995"
"ENSG00000146535","55.0272465","EFO_0004995"
"ENSG00000146535","66.1827922","EFO_0004995"
"ENSG00000146535","56.2940776","EFO_0004995"
"ENSG00000146535","65.2317762","EFO_0004995"
"ENSG00000146535","65.3361797","EFO_0004995"
"ENSG00000146535","68.0666924","EFO_0004995"
"ENSG00000146535","65.3253675","EFO_0004995"
"ENSG00000146535","72.3311365","EFO_0004995"
"ENSG00000146535","64.9436533","EFO_0004995"
"ENSG00000146535","56.899637","EFO_0004995"
"ENSG00000146535","65.7284141","EFO_0004995"
"ENSG00000146535","65.5341446","EFO_0004995"
"ENSG00000146535","65.3919458","EFO_0004995"
"ENSG00000146535","62.8693104","EFO_0004995"
"ENSG00000146535","61.4640832","EFO_0004995"
"ENSG00000184156","57.8044534","EFO_0004995"
"ENSG00000184156","52.3293674","EFO_0004995"
"ENSG00000184156","62.9298031","EFO_0004995"
"ENSG00000184156","62.9853845","EFO_0004995"
"ENSG00000079308","58.0548346","EFO_0004995"
"ENSG00000105855","82.3205411","EFO_0004995"
"ENSG00000105855","57.2924256","EFO_0004995"
"ENSG00000105855","84.6037567","EFO_0004995"
"ENSG00000105855","58.126539","EFO_0004995"
"ENSG00000105855","57.0875287","EFO_0004995"
"ENSG00000116117","76.7675638","EFO_0004995"
"ENSG00000116117","77.0829022","EFO_0004995"
"ENSG00000116117","73.2488275","EFO_0004995"
"ENSG00000116117","77.3395777","EFO_0004995"
"ENSG00000116117","76.9864798","EFO_0004995"
"ENSG00000116117","76.1321127","EFO_0004995"
"ENSG00000116117","76.7854571","EFO_0004995"
"ENSG00000116117","78.9148748","EFO_0004995"
"ENSG00000144724","73.6183286","EFO_0004995"
"ENSG00000144724","52.3951352","EFO_0004995"
"ENSG00000154059","51.3169289","EFO_0004995"
"ENSG00000154059","51.3381541","EFO_0004995"
"ENSG00000156218","77.7669072","EFO_0004995"
"ENSG00000169564","78.8219273","EFO_0004995"
"ENSG00000169564","79.9282551","EFO_0004995"
"ENSG00000169564","79.3002129","EFO_0004995"
"ENSG00000169564","78.6221743","EFO_0004995"
"ENSG00000169564","78.6561549","EFO_0004995"
"ENSG00000169564","79.3026805","EFO_0004995"
"ENSG00000169564","79.5095623","EFO_0004995"
"ENSG00000169564","78.5604954","EFO_0004995"
"ENSG00000175920","67.8558171","EFO_0004995"
"ENSG00000175920","61.2121701","EFO_0004995"
"ENSG00000175920","63.7100518","EFO_0004995"
"ENSG00000175920","67.2181129","EFO_0004995"
"ENSG00000175920","63.088876","EFO_0004995"
"ENSG00000175920","52.2483349","EFO_0004995"
"ENSG00000186260","58.9523196","EFO_0004995"
"ENSG00000009950","55.8023393","EFO_0004995"
"ENSG00000009950","60.6978238","EFO_0004995"
"ENSG00000009950","53.9605737","EFO_0004995"
"ENSG00000009950","60.9639585","EFO_0004995"
"ENSG00000112038","83.9778662","EFO_0004995"
"ENSG00000112038","74.5816886","EFO_0004995"
"ENSG00000112038","82.7967584","EFO_0004995"
"ENSG00000112038","83.9654803","EFO_0004995"
"ENSG00000112038","55.1548362","EFO_0004995"
"ENSG00000112038","58.0439925","EFO_0004995"
"ENSG00000112038","83.5758626","EFO_0004995"
"ENSG00000112038","83.0863178","EFO_0004995"
"ENSG00000112038","55.2913785","EFO_0004995"
"ENSG00000112038","83.9743733","EFO_0004995"
"ENSG00000112038","83.4311903","EFO_0004995"
"ENSG00000112038","57.7895701","EFO_0004995"
"ENSG00000142156","79.6967328","EFO_0004995"
"ENSG00000162437","83.8924706","EFO_0004995"
"ENSG00000162437","85.262531","EFO_0004995"
"ENSG00000162437","83.2038999","EFO_0004995"
"ENSG00000162437","84.4282091","EFO_0004995"
"ENSG00000162613","68.3940768","EFO_0004995"
"ENSG00000162613","61.913693","EFO_0004995"
"ENSG00000165891","86.612165","EFO_0004995"
"ENSG00000165891","86.3837004","EFO_0004995"
"ENSG00000165891","86.3175929","EFO_0004995"
"ENSG00000165891","84.8977804","EFO_0004995"
"ENSG00000165891","89.4855022","EFO_0004995"
"ENSG00000165891","85.1112127","EFO_0004995"
"ENSG00000165891","86.1890435","EFO_0004995"
"ENSG00000165891","84.9438965","EFO_0004995"
"ENSG00000165891","84.9658608","EFO_0004995"
"ENSG00000100485","73.43207","EFO_0004995"
"ENSG00000145675","85.9708488","EFO_0004995"
"ENSG00000145675","86.3390744","EFO_0004995"
"ENSG00000145675","86.2958312","EFO_0004995"
"ENSG00000145675","86.041826","EFO_0004995"
"ENSG00000145675","74.5494068","EFO_0004995"
"ENSG00000145675","54.2617321","EFO_0004995"
"ENSG00000145675","87.6846313","EFO_0004995"
"ENSG00000145675","85.7284009","EFO_0004995"
"ENSG00000145675","86.3203228","EFO_0004995"
"ENSG00000145675","86.4190459","EFO_0004995"
"ENSG00000156966","70.0491071","EFO_0004995"
"ENSG00000169554","77.2023439","EFO_0004995"
"ENSG00000101333","59.1084838","EFO_0004995"
"ENSG00000111786","62.2342944","EFO_0004995"
"ENSG00000111786","62.7037108","EFO_0004995"
"ENSG00000111786","61.1017168","EFO_0004995"
"ENSG00000111786","67.5058603","EFO_0004995"
"ENSG00000151067","68.6256886","EFO_0004995"
"ENSG00000151067","68.5381651","EFO_0004995"
"ENSG00000151067","69.4567859","EFO_0004995"
"ENSG00000010310","75.8654773","EFO_0004995"
"ENSG00000010310","68.6851859","EFO_0004995"
"ENSG00000010310","76.1354089","EFO_0004995"
"ENSG00000010310","68.68577","EFO_0004995"
"ENSG00000010310","68.2566762","EFO_0004995"
"ENSG00000010310","67.3915029","EFO_0004995"
"ENSG00000010310","69.8008835","EFO_0004995"
"ENSG00000010310","67.7277744","EFO_0004995"
"ENSG00000010310","66.9775426","EFO_0004995"
"ENSG00000010310","67.1853781","EFO_0004995"
"ENSG00000112541","52.5495887","EFO_0004995"
"ENSG00000112541","59.4018459","EFO_0004995"
"ENSG00000112541","85.6987357","EFO_0004995"
"ENSG00000112541","64.6270573","EFO_0004995"
"ENSG00000115310","74.9476016","EFO_0004995"
"ENSG00000130222","76.6258538","EFO_0004995"
"ENSG00000130222","76.759702","EFO_0004995"
"ENSG00000130222","76.5721798","EFO_0004995"
"ENSG00000147889","50.1936197","EFO_0004995"
"ENSG00000125845","69.0190375","EFO_0004995"
"ENSG00000125845","69.2652225","EFO_0004995"
"ENSG00000125845","69.1401601","EFO_0004995"
"ENSG00000125845","68.5713232","EFO_0004995"
"ENSG00000125845","69.1059709","EFO_0004995"
"ENSG00000125845","68.8785791","EFO_0004995"
"ENSG00000181789","57.4455261","EFO_0004995"
"ENSG00000181789","58.9266419","EFO_0004995"
"ENSG00000181789","57.1490705","EFO_0004995"
"ENSG00000181789","55.6918561","EFO_0004995"
"ENSG00000181789","57.5648248","EFO_0004995"
"ENSG00000181789","56.7838252","EFO_0004995"
"ENSG00000165813","74.0435719","EFO_0004995"
"ENSG00000165813","69.9191451","EFO_0004995"
"ENSG00000165813","74.3813753","EFO_0004995"
"ENSG00000165813","71.5925813","EFO_0004995"
"ENSG00000165813","70.0303674","EFO_0004995"
"ENSG00000172059","55.9755564","EFO_0004995"
"ENSG00000172059","74.4115949","EFO_0004995"
"ENSG00000172059","53.9010584","EFO_0004995"
"ENSG00000186951","59.4854534","EFO_0004995"
"ENSG00000186951","60.3625119","EFO_0004995"
"ENSG00000186951","60.0697756","EFO_0004995"
"ENSG00000001617","53.0863523","EFO_0004995"
"ENSG00000001617","53.2649696","EFO_0004995"
"ENSG00000017427","54.8267186","EFO_0004995"
"ENSG00000017427","60.131669","EFO_0004995"
"ENSG00000017427","60.6281757","EFO_0004995"
"ENSG00000017427","54.889524","EFO_0004995"
"ENSG00000017427","64.9837255","EFO_0004995"
"ENSG00000017427","59.34605","EFO_0004995"
"ENSG00000017427","58.652842","EFO_0004995"
"ENSG00000017427","60.4597628","EFO_0004995"
"ENSG00000017427","54.8036039","EFO_0004995"
"ENSG00000017427","74.753058","EFO_0004995"
"ENSG00000103335","51.8223286","EFO_0004995"
"ENSG00000103335","55.7461739","EFO_0004995"
"ENSG00000103335","53.0586302","EFO_0004995"
