"gene","padj","disease"
"ENSG00000030110","51.9904494","CHEBI_44185"
"ENSG00000113302","72.625345","CHEBI_44185"
"ENSG00000106025","67.881459","CHEBI_46195"
"ENSG00000143702","60.8293056","CHEBI_46195"
"ENSG00000169760","65.4623628","CHEBI_46195"
"ENSG00000169760","82.1005583","CHEBI_46195"
"ENSG00000112214","71.8983471","CHEBI_46195"
"ENSG00000112214","73.0202138","CHEBI_46195"
"ENSG00000105778","77.5586486","CHEBI_46195"
"ENSG00000112137","82.6622069","CHEBI_46195"
"ENSG00000145996","75.3451586","CHEBI_46195"
"ENSG00000145996","60.1202786","CHEBI_46195"
"ENSG00000123384","52.4284601","CHEBI_46195"
"ENSG00000123384","52.6299775","CHEBI_46195"
"ENSG00000116604","50.4479289","CHEBI_46195"
"ENSG00000115365","69.2291737","CHEBI_46195"
"ENSG00000144481","72.0580995","CHEBI_46195"
"ENSG00000144481","71.7661798","CHEBI_46195"
"ENSG00000104419","70.2270687","CHEBI_46195"
"ENSG00000014123","57.1152151","CHEBI_46195"
"ENSG00000109917","66.0867095","CHEBI_47612"
"ENSG00000109917","64.1704261","CHEBI_5001"
"ENSG00000112182","82.6984584","CHEBI_50885"
"ENSG00000112137","80.358839","CHEBI_5855"
"ENSG00000166888","54.0188909","CHEBI_5855"
"ENSG00000072952","74.2220521","CHEBI_5855"
"ENSG00000072952","63.4322524","CHEBI_5855"
"ENSG00000148737","90.0290966","CHEBI_5931"
"ENSG00000254647","71.6718435","CHEBI_5931"
"ENSG00000254647","74.2713571","CHEBI_5931"
"ENSG00000134242","53.4430683","CHEBI_5931"
"ENSG00000134242","54.7789454","CHEBI_5931"
"ENSG00000169169","65.1912212","CHEBI_5931"
"ENSG00000096433","72.967273","CHEBI_5931"
"ENSG00000096433","72.6466894","CHEBI_5931"
"ENSG00000145730","73.1522202","CHEBI_5931"
"ENSG00000108175","72.3521113","CHEBI_6801"
"ENSG00000136158","64.3263996","CHEBI_6801"
"ENSG00000118971","79.2050779","CHEBI_6801"
"ENSG00000153814","80.6336939","CHEBI_6801"
"ENSG00000132170","74.7821093","CHEBI_6801"
"ENSG00000140718","70.0945556","CHEBI_6801"
"ENSG00000182247","83.4279358","CHEBI_6801"
"ENSG00000145996","85.3560627","CHEBI_6801"
"ENSG00000148737","89.986825","CHEBI_6801"
"ENSG00000275410","69.767487","CHEBI_6801"
"ENSG00000152804","68.4278548","CHEBI_6801"
"ENSG00000147883","63.6311233","CHEBI_6801"
"ENSG00000147883","64.8637354","CHEBI_6801"
"ENSG00000149948","79.5931756","CHEBI_6801"
"ENSG00000164756","86.1459136","CHEBI_6801"
"ENSG00000134443","56.047982","CHEBI_6801"
"ENSG00000109501","71.0345268","CHEBI_6801"
"ENSG00000145730","69.5614219","CHEBI_6801"
"ENSG00000008196","84.8313391","CHEBI_6801"
"ENSG00000151465","56.4283252","CHEBI_6801"
"ENSG00000073792","75.0769436","CHEBI_6801"
"ENSG00000182511","71.700573","CHEBI_9150"
"ENSG00000175164","64.5696819","CHEBI_9150"
"ENSG00000171700","57.291019","CHEBI_9150"
"ENSG00000175445","69.8686182","CHEBI_9150"
"ENSG00000130164","65.6561434","CHEBI_9150"
"ENSG00000140718","68.9692497","CHEBI_9150"
"ENSG00000148737","81.2494218","CHEBI_9150"
"ENSG00000130203","68.2378709","CHEBI_9150"
"ENSG00000130203","54.965663","CHEBI_9150"
"ENSG00000156006","74.6054173","CHEBI_9150"
"ENSG00000125510","50.5636156","CHEBI_9150"
"ENSG00000176920","66.2321925","CHEBI_9150"
"ENSG00000164867","60.6500685","CHEBI_9150"
"ENSG00000147883","50.4313827","CHEBI_9150"
"ENSG00000084674","82.2205842","CHEBI_9150"
"ENSG00000167080","66.0416186","CHEBI_9150"
"ENSG00000169174","71.8019187","CHEBI_9150"
"ENSG00000169174","80.8300078","CHEBI_9150"
"ENSG00000143921","69.1239476","CHEBI_9150"
"ENSG00000173334","57.4368179","CHEBI_9150"
"ENSG00000198670","83.1701279","CHEBI_9150"
"ENSG00000198670","70.3902304","CHEBI_9150"
"ENSG00000087237","60.2188766","CHEBI_9150"
"ENSG00000107902","70.351094","EFO_0000094"
"ENSG00000107902","72.1073449","EFO_0000094"
"ENSG00000147889","70.374608","EFO_0000094"
"ENSG00000147889","66.5617585","EFO_0000094"
"ENSG00000185811","81.882751","EFO_0000094"
"ENSG00000185811","81.9209933","EFO_0000094"
"ENSG00000185811","81.8845451","EFO_0000094"
"ENSG00000185811","81.7277551","EFO_0000094"
"ENSG00000092067","50.2283096","EFO_0000094"
"ENSG00000150347","79.3263853","EFO_0000094"
"ENSG00000150347","68.0911601","EFO_0000094"
"ENSG00000111145","85.012114","EFO_0000094"
"ENSG00000107485","79.1510284","EFO_0000094"
"ENSG00000107485","81.2862635","EFO_0000094"
"ENSG00000107485","80.009532","EFO_0000094"
"ENSG00000107485","81.4255595","EFO_0000094"
"ENSG00000107485","81.3498855","EFO_0000094"
"ENSG00000140090","58.3641171","EFO_0000094"
"ENSG00000150867","73.8745272","EFO_0000094"
"ENSG00000150867","72.7349699","EFO_0000094"
"ENSG00000023171","71.2954223","EFO_0000095"
"ENSG00000023171","54.2697072","EFO_0000095"
"ENSG00000023171","71.8292236","EFO_0000095"
"ENSG00000023171","72.110635","EFO_0000095"
"ENSG00000023171","82.118547","EFO_0000095"
"ENSG00000030110","76.6553342","EFO_0000095"
"ENSG00000168038","62.8545165","EFO_0000095"
"ENSG00000116574","60.7522249","EFO_0000095"
"ENSG00000135899","50.0540674","EFO_0000095"
"ENSG00000135899","51.4240503","EFO_0000095"
"ENSG00000135899","51.2644887","EFO_0000095"
"ENSG00000212993","76.0104597","EFO_0000095"
"ENSG00000212993","73.7141967","EFO_0000095"
"ENSG00000212993","75.7082939","EFO_0000095"
"ENSG00000079263","53.5022497","EFO_0000095"
"ENSG00000079263","53.1829298","EFO_0000095"
"ENSG00000079263","53.6609709","EFO_0000095"
"ENSG00000079263","61.1312747","EFO_0000095"
"ENSG00000141682","80.1148176","EFO_0000095"
"ENSG00000140968","72.0426619","EFO_0000095"
"ENSG00000140968","88.6066318","EFO_0000095"
"ENSG00000140968","74.3566751","EFO_0000095"
"ENSG00000140968","87.0556533","EFO_0000095"
"ENSG00000137265","72.7815092","EFO_0000095"
"ENSG00000137265","73.6960292","EFO_0000095"
"ENSG00000137265","72.9430258","EFO_0000095"
"ENSG00000137265","71.735847","EFO_0000095"
"ENSG00000137265","74.7091115","EFO_0000095"
"ENSG00000137265","53.947717","EFO_0000095"
"ENSG00000137265","73.2391119","EFO_0000095"
"ENSG00000112038","86.3614023","EFO_0000095"
"ENSG00000112038","85.3869855","EFO_0000095"
"ENSG00000164362","83.3058655","EFO_0000095"
"ENSG00000026103","75.5517602","EFO_0000095"
"ENSG00000026103","75.4593611","EFO_0000095"
"ENSG00000026103","55.6229711","EFO_0000095"
"ENSG00000171791","68.5725868","EFO_0000095"
"ENSG00000171791","68.5260534","EFO_0000095"
"ENSG00000171791","68.5052752","EFO_0000095"
"ENSG00000158092","54.494828","EFO_0000095"
"ENSG00000179344","52.5938332","EFO_0000095"
"ENSG00000117318","70.3200698","EFO_0000095"
"ENSG00000124570","79.751128","EFO_0000095"
"ENSG00000153094","75.0258267","EFO_0000095"
"ENSG00000153094","74.4263053","EFO_0000095"
"ENSG00000153094","74.5049417","EFO_0000095"
"ENSG00000163508","77.4474978","EFO_0000095"
"ENSG00000163508","75.624007","EFO_0000095"
"ENSG00000163508","75.5015552","EFO_0000095"
"ENSG00000138795","64.089179","EFO_0000095"
"ENSG00000138795","64.8127496","EFO_0000095"
"ENSG00000164303","59.8734438","EFO_0000095"
"ENSG00000153064","80.7338417","EFO_0000095"
"ENSG00000074706","50.7153571","EFO_0000095"
"ENSG00000074706","50.6962419","EFO_0000095"
"ENSG00000145012","61.4527464","EFO_0000095"
"ENSG00000145349","73.6391485","EFO_0000095"
"ENSG00000145349","67.8333819","EFO_0000095"
"ENSG00000003400","56.889689","EFO_0000095"
"ENSG00000155087","78.4338593","EFO_0000095"
"ENSG00000006607","51.8318951","EFO_0000095"
"ENSG00000196735","55.6553066","EFO_0000095"
"ENSG00000176399","66.934371","EFO_0000095"
"ENSG00000176399","52.3034215","EFO_0000095"
"ENSG00000107796","52.5963366","EFO_0000095"
"ENSG00000104081","71.0257769","EFO_0000095"
"ENSG00000104081","70.1772928","EFO_0000095"
"ENSG00000115828","77.4029613","EFO_0000095"
"ENSG00000134954","64.3543422","EFO_0000096"
"ENSG00000023171","56.7719281","EFO_0000096"
"ENSG00000204287","53.3775985","EFO_0000096"
"ENSG00000171791","68.0267513","EFO_0000096"
"ENSG00000145012","57.9237163","EFO_0000096"
"ENSG00000088970","78.369391","EFO_0000174"
"ENSG00000122877","60.365504","EFO_0000174"
"ENSG00000125820","72.0670164","EFO_0000174"
"ENSG00000105877","83.3948016","EFO_0000178"
"ENSG00000156564","83.1718326","EFO_0000178"
"ENSG00000181722","57.02582","EFO_0000178"
"ENSG00000107562","86.8248582","EFO_0000180"
"ENSG00000241635","51.7382979","EFO_0000180"
"ENSG00000243135","50.2853096","EFO_0000180"
"ENSG00000070601","81.5073073","EFO_0000180"
"ENSG00000180914","59.4859958","EFO_0000180"
"ENSG00000136560","77.8894782","EFO_0000180"
"ENSG00000127329","88.3533776","EFO_0000180"
"ENSG00000134460","79.3534636","EFO_0000180"
"ENSG00000204520","52.2298932","EFO_0000180"
"ENSG00000204520","70.1615155","EFO_0000180"
"ENSG00000112679","57.3239207","EFO_0000180"
"ENSG00000198838","76.2412786","EFO_0000180"
"ENSG00000204531","65.3859854","EFO_0000180"
"ENSG00000234745","50.1099527","EFO_0000180"
"ENSG00000234745","78.5946906","EFO_0000180"
"ENSG00000196092","81.6858292","EFO_0000180"
"ENSG00000167165","57.8252614","EFO_0000180"
"ENSG00000048052","67.0481265","EFO_0000180"
"ENSG00000213088","80.8062136","EFO_0000180"
"ENSG00000171189","85.8432472","EFO_0000182"
"ENSG00000145623","92.0103133","EFO_0000182"
"ENSG00000123892","56.7060828","EFO_0000182"
"ENSG00000038295","87.5766575","EFO_0000182"
"ENSG00000138378","86.7595315","EFO_0000182"
"ENSG00000184226","84.2844427","EFO_0000182"
"ENSG00000058091","60.9537184","EFO_0000182"
"ENSG00000023171","82.118547","EFO_0000183"
"ENSG00000030110","76.6553342","EFO_0000183"
"ENSG00000168038","62.8545165","EFO_0000183"
"ENSG00000137265","53.947717","EFO_0000183"
"ENSG00000169194","77.6715815","EFO_0000183"
"ENSG00000144724","50.4372835","EFO_0000183"
"ENSG00000110777","73.8256276","EFO_0000183"
"ENSG00000158092","54.494828","EFO_0000183"
"ENSG00000112339","72.4291384","EFO_0000183"
"ENSG00000136997","52.6477933","EFO_0000183"
"ENSG00000162924","76.949203","EFO_0000183"
"ENSG00000163508","75.5015552","EFO_0000183"
"ENSG00000163508","78.6060929","EFO_0000183"
"ENSG00000177468","51.941824","EFO_0000183"
"ENSG00000145012","78.3406675","EFO_0000183"
"ENSG00000107485","81.9311321","EFO_0000183"
"ENSG00000107485","68.8253403","EFO_0000183"
"ENSG00000135541","83.2256258","EFO_0000183"
"ENSG00000143641","69.877398","EFO_0000195"
"ENSG00000173064","62.7043486","EFO_0000195"
"ENSG00000138035","53.4516513","EFO_0000195"
"ENSG00000173281","71.8360245","EFO_0000195"
"ENSG00000175445","79.437989","EFO_0000195"
"ENSG00000175445","79.8354626","EFO_0000195"
"ENSG00000175445","79.5997322","EFO_0000195"
"ENSG00000175445","68.7686443","EFO_0000195"
"ENSG00000175445","77.4816871","EFO_0000195"
"ENSG00000175445","90.1096344","EFO_0000195"
"ENSG00000175445","78.0162632","EFO_0000195"
"ENSG00000175445","73.5979497","EFO_0000195"
"ENSG00000128918","63.0337477","EFO_0000195"
"ENSG00000128918","61.5641057","EFO_0000195"
"ENSG00000128918","63.2871985","EFO_0000195"
"ENSG00000128918","70.493573","EFO_0000195"
"ENSG00000128918","70.0475693","EFO_0000195"
"ENSG00000128918","80.5684924","EFO_0000195"
"ENSG00000140718","67.8873897","EFO_0000195"
"ENSG00000109917","52.2337973","EFO_0000195"
"ENSG00000109917","70.0276732","EFO_0000195"
"ENSG00000109917","62.7664983","EFO_0000195"
"ENSG00000109917","59.8071575","EFO_0000195"
"ENSG00000109917","66.2716687","EFO_0000195"
"ENSG00000136267","69.0519869","EFO_0000195"
"ENSG00000185038","67.3403025","EFO_0000195"
"ENSG00000166035","90.7114565","EFO_0000195"
"ENSG00000152253","65.8538282","EFO_0000195"
"ENSG00000134640","79.4666827","EFO_0000195"
"ENSG00000134640","67.2580779","EFO_0000195"
"ENSG00000134640","79.4064283","EFO_0000195"
"ENSG00000134640","79.8509955","EFO_0000195"
"ENSG00000084674","81.9018543","EFO_0000195"
"ENSG00000084674","87.1322691","EFO_0000195"
"ENSG00000111245","64.653182","EFO_0000195"
"ENSG00000111245","50.7445872","EFO_0000195"
"ENSG00000106633","67.4026489","EFO_0000195"
"ENSG00000165029","89.818722","EFO_0000195"
"ENSG00000165029","90.1220262","EFO_0000195"
"ENSG00000152254","69.4302619","EFO_0000195"
"ENSG00000087237","51.7626524","EFO_0000195"
"ENSG00000087237","51.2435377","EFO_0000195"
"ENSG00000087237","72.3162711","EFO_0000195"
"ENSG00000110243","70.1443911","EFO_0000195"
"ENSG00000127743","63.1936073","EFO_0000195"
"ENSG00000168038","57.1626186","EFO_0000203"
"ENSG00000118985","78.0627191","EFO_0000203"
"ENSG00000240505","84.2545271","EFO_0000203"
"ENSG00000105877","50.6900251","EFO_0000203"
"ENSG00000164649","62.9909515","EFO_0000203"
"ENSG00000073282","88.5381579","EFO_0000220"
"ENSG00000073282","88.5662735","EFO_0000220"
"ENSG00000156170","50.5854666","EFO_0000220"
"ENSG00000185811","77.8528452","EFO_0000220"
"ENSG00000185811","82.3527694","EFO_0000220"
"ENSG00000185811","81.8845451","EFO_0000220"
"ENSG00000185811","81.7212939","EFO_0000220"
"ENSG00000185811","82.5143099","EFO_0000220"
"ENSG00000185811","82.4724793","EFO_0000220"
"ENSG00000092067","54.0440083","EFO_0000220"
"ENSG00000092067","52.4213731","EFO_0000220"
"ENSG00000092067","52.9173553","EFO_0000220"
"ENSG00000092067","59.7815573","EFO_0000220"
"ENSG00000150347","69.0600932","EFO_0000220"
"ENSG00000150347","68.7556982","EFO_0000220"
"ENSG00000150347","71.5800285","EFO_0000220"
"ENSG00000150347","68.4848547","EFO_0000220"
"ENSG00000150347","69.073993","EFO_0000220"
"ENSG00000150347","78.4385622","EFO_0000220"
"ENSG00000150347","80.9429824","EFO_0000220"
"ENSG00000100504","81.2702537","EFO_0000220"
"ENSG00000105866","86.446476","EFO_0000220"
"ENSG00000100344","74.4683623","EFO_0000220"
"ENSG00000147883","50.1573563","EFO_0000220"
"ENSG00000187566","59.3874872","EFO_0000220"
"ENSG00000187566","67.8050399","EFO_0000220"
"ENSG00000165323","73.86778","EFO_0000220"
"ENSG00000112877","67.8812742","EFO_0000220"
"ENSG00000196208","54.5913339","EFO_0000220"
"ENSG00000107485","82.3016644","EFO_0000220"
"ENSG00000132437","74.6662199","EFO_0000220"
"ENSG00000150867","72.3642886","EFO_0000220"
"ENSG00000101096","86.67624","EFO_0000220"
"ENSG00000144648","50.1776397","EFO_0000249"
"ENSG00000187116","55.5512369","EFO_0000249"
"ENSG00000096264","55.3426743","EFO_0000249"
"ENSG00000130208","51.2902737","EFO_0000249"
"ENSG00000130208","50.0809133","EFO_0000249"
"ENSG00000130208","52.0381629","EFO_0000249"
"ENSG00000130208","51.1720061","EFO_0000249"
"ENSG00000130208","52.2555709","EFO_0000249"
"ENSG00000130208","52.1105289","EFO_0000249"
"ENSG00000130208","52.3505211","EFO_0000249"
"ENSG00000130208","50.1432598","EFO_0000249"
"ENSG00000169372","68.5170949","EFO_0000249"
"ENSG00000155052","77.9955864","EFO_0000249"
"ENSG00000164576","50.206697","EFO_0000249"
"ENSG00000113070","63.5338843","EFO_0000249"
"ENSG00000107249","77.957952","EFO_0000249"
"ENSG00000107249","77.9245555","EFO_0000249"
"ENSG00000148429","67.0813084","EFO_0000249"
"ENSG00000148429","67.2471583","EFO_0000249"
"ENSG00000148429","66.9329405","EFO_0000249"
"ENSG00000148429","66.7831182","EFO_0000249"
"ENSG00000160712","74.4865596","EFO_0000249"
"ENSG00000120254","86.7022634","EFO_0000249"
"ENSG00000033327","58.6665332","EFO_0000249"
"ENSG00000137845","64.2176211","EFO_0000249"
"ENSG00000137845","65.2981579","EFO_0000249"
"ENSG00000041515","83.3625734","EFO_0000249"
"ENSG00000170485","62.9370511","EFO_0000249"
"ENSG00000073060","87.8927231","EFO_0000249"
"ENSG00000175497","74.7773468","EFO_0000249"
"ENSG00000128918","66.6932344","EFO_0000249"
"ENSG00000136261","87.078768","EFO_0000249"
"ENSG00000172340","55.8648586","EFO_0000249"
"ENSG00000046604","55.0589144","EFO_0000249"
"ENSG00000046604","50.362128","EFO_0000249"
"ENSG00000144724","87.6149654","EFO_0000249"
"ENSG00000064687","59.2716753","EFO_0000249"
"ENSG00000064687","57.5549781","EFO_0000249"
"ENSG00000064687","53.0919433","EFO_0000249"
"ENSG00000121797","51.4142513","EFO_0000249"
"ENSG00000002587","54.5000076","EFO_0000249"
"ENSG00000188994","55.6763113","EFO_0000249"
"ENSG00000164512","90.5600369","EFO_0000249"
"ENSG00000165757","58.9616537","EFO_0000249"
"ENSG00000105383","72.338438","EFO_0000249"
"ENSG00000105383","71.1780608","EFO_0000249"
"ENSG00000105383","73.4955788","EFO_0000249"
"ENSG00000148737","87.4772489","EFO_0000249"
"ENSG00000180432","52.59884","EFO_0000249"
"ENSG00000174469","71.4752436","EFO_0000249"
"ENSG00000085514","52.7419806","EFO_0000249"
"ENSG00000085514","54.1240394","EFO_0000249"
"ENSG00000130203","67.9791808","EFO_0000249"
"ENSG00000130203","68.4271336","EFO_0000249"
"ENSG00000130203","67.8666532","EFO_0000249"
"ENSG00000130203","56.9467187","EFO_0000249"
"ENSG00000130203","68.1216657","EFO_0000249"
"ENSG00000130203","72.6653695","EFO_0000249"
"ENSG00000130203","67.0605123","EFO_0000249"
"ENSG00000130203","58.910507","EFO_0000249"
"ENSG00000130203","64.3093884","EFO_0000249"
"ENSG00000130203","52.7385771","EFO_0000249"
"ENSG00000130203","51.3888299","EFO_0000249"
"ENSG00000130203","67.9277003","EFO_0000249"
"ENSG00000205678","86.5363181","EFO_0000249"
"ENSG00000198740","65.5563533","EFO_0000249"
"ENSG00000196126","51.8211842","EFO_0000249"
"ENSG00000130204","55.3518713","EFO_0000249"
"ENSG00000130204","56.7759812","EFO_0000249"
"ENSG00000130204","56.0298681","EFO_0000249"
"ENSG00000130204","56.5183163","EFO_0000249"
"ENSG00000130204","57.5926363","EFO_0000249"
"ENSG00000130204","56.8333745","EFO_0000249"
"ENSG00000130204","56.5353692","EFO_0000249"
"ENSG00000130204","56.288743","EFO_0000249"
"ENSG00000130204","56.778127","EFO_0000249"
"ENSG00000130204","56.646055","EFO_0000249"
"ENSG00000135960","76.5242219","EFO_0000249"
"ENSG00000112893","68.1492567","EFO_0000249"
"ENSG00000101670","84.6399248","EFO_0000249"
"ENSG00000121671","72.9351401","EFO_0000249"
"ENSG00000120885","75.0733554","EFO_0000249"
"ENSG00000120885","75.3002346","EFO_0000249"
"ENSG00000120885","76.3080537","EFO_0000249"
"ENSG00000120885","73.9874721","EFO_0000249"
"ENSG00000120885","75.6340086","EFO_0000249"
"ENSG00000120885","75.2433777","EFO_0000249"
"ENSG00000120885","77.2096097","EFO_0000249"
"ENSG00000120885","71.7924893","EFO_0000249"
"ENSG00000120885","75.8937001","EFO_0000249"
"ENSG00000120885","75.7574141","EFO_0000249"
"ENSG00000120885","77.5191188","EFO_0000249"
"ENSG00000183580","87.1788681","EFO_0000249"
"ENSG00000151474","70.9606051","EFO_0000249"
"ENSG00000151474","72.1235573","EFO_0000249"
"ENSG00000151474","72.4797428","EFO_0000249"
"ENSG00000171408","76.7088354","EFO_0000249"
"ENSG00000136717","79.7177911","EFO_0000249"
"ENSG00000136717","69.1194952","EFO_0000249"
"ENSG00000136717","78.3283591","EFO_0000249"
"ENSG00000136717","78.3762753","EFO_0000249"
"ENSG00000136717","76.2611032","EFO_0000249"
"ENSG00000136717","78.005439","EFO_0000249"
"ENSG00000136717","79.2578638","EFO_0000249"
"ENSG00000136717","79.30426","EFO_0000249"
"ENSG00000136717","77.521646","EFO_0000249"
"ENSG00000136717","81.9321871","EFO_0000249"
"ENSG00000136717","71.8185544","EFO_0000249"
"ENSG00000136717","76.3999999","EFO_0000249"
"ENSG00000136717","69.6585596","EFO_0000249"
"ENSG00000136717","82.5447381","EFO_0000249"
"ENSG00000203710","86.0490799","EFO_0000249"
"ENSG00000203710","78.9464176","EFO_0000249"
"ENSG00000203710","77.8161526","EFO_0000249"
"ENSG00000203710","78.7949741","EFO_0000249"
"ENSG00000203710","87.3702466","EFO_0000249"
"ENSG00000203710","81.0674131","EFO_0000249"
"ENSG00000203710","86.3767266","EFO_0000249"
"ENSG00000203710","66.5224254","EFO_0000249"
"ENSG00000203710","67.0985699","EFO_0000249"
"ENSG00000203710","78.5890877","EFO_0000249"
"ENSG00000166948","81.9031537","EFO_0000249"
"ENSG00000130202","51.4087915","EFO_0000249"
"ENSG00000165959","89.9162233","EFO_0000249"
"ENSG00000138613","84.0592325","EFO_0000249"
"ENSG00000084674","72.7664471","EFO_0000249"
"ENSG00000069399","66.2200749","EFO_0000249"
"ENSG00000137642","74.9231398","EFO_0000249"
"ENSG00000137642","67.5483108","EFO_0000249"
"ENSG00000137642","74.7905493","EFO_0000249"
"ENSG00000137642","74.9079108","EFO_0000249"
"ENSG00000137642","74.0226448","EFO_0000249"
"ENSG00000073712","70.4771101","EFO_0000249"
"ENSG00000141905","73.3118951","EFO_0000249"
"ENSG00000146904","63.1447971","EFO_0000249"
"ENSG00000146904","62.3799086","EFO_0000249"
"ENSG00000146904","56.8103552","EFO_0000249"
"ENSG00000146904","58.6919188","EFO_0000249"
"ENSG00000146904","65.6446457","EFO_0000249"
"ENSG00000165029","89.0007377","EFO_0000249"
"ENSG00000168077","64.1473234","EFO_0000249"
"ENSG00000168918","76.6918421","EFO_0000249"
"ENSG00000090905","55.6534708","EFO_0000249"
"ENSG00000159640","68.0379152","EFO_0000249"
"ENSG00000159640","67.8032756","EFO_0000249"
"ENSG00000140090","75.3705263","EFO_0000249"
"ENSG00000140090","69.1973805","EFO_0000249"
"ENSG00000140090","67.0439363","EFO_0000249"
"ENSG00000140090","67.4182415","EFO_0000249"
"ENSG00000198087","71.5923905","EFO_0000249"
"ENSG00000198087","79.6509564","EFO_0000249"
"ENSG00000198087","78.7867069","EFO_0000249"
"ENSG00000198087","79.5233667","EFO_0000249"
"ENSG00000198087","79.3862164","EFO_0000249"
"ENSG00000087589","76.1762142","EFO_0000249"
"ENSG00000087589","73.2053101","EFO_0000249"
"ENSG00000149968","83.7318122","EFO_0000249"
"ENSG00000168314","77.2476554","EFO_0000253"
"ENSG00000130226","69.2957103","EFO_0000253"
"ENSG00000156299","83.7737083","EFO_0000253"
"ENSG00000211445","76.4374137","EFO_0000253"
"ENSG00000147894","62.6290202","EFO_0000253"
"ENSG00000181220","67.4167156","EFO_0000253"
"ENSG00000120162","76.6523778","EFO_0000253"
"ENSG00000120162","73.8723814","EFO_0000253"
"ENSG00000120162","70.4922795","EFO_0000253"
"ENSG00000120162","74.0025461","EFO_0000253"
"ENSG00000120162","63.2507622","EFO_0000253"
"ENSG00000120162","73.1170237","EFO_0000253"
"ENSG00000130477","73.7674356","EFO_0000253"
"ENSG00000130477","73.772496","EFO_0000253"
"ENSG00000130477","73.7198651","EFO_0000253"
"ENSG00000130477","73.9572167","EFO_0000253"
"ENSG00000092108","76.7191887","EFO_0000253"
"ENSG00000008118","67.8440988","EFO_0000253"
"ENSG00000183735","60.5028629","EFO_0000253"
"ENSG00000099260","63.6762083","EFO_0000266"
"ENSG00000099260","61.3328457","EFO_0000266"
"ENSG00000198670","89.9223447","EFO_0000266"
"ENSG00000147854","69.9217796","EFO_0000270"
"ENSG00000147854","68.8055634","EFO_0000270"
"ENSG00000134954","60.9120488","EFO_0000270"
"ENSG00000145536","66.127336","EFO_0000270"
"ENSG00000174004","58.6010575","EFO_0000270"
"ENSG00000174004","56.9781065","EFO_0000270"
"ENSG00000174004","78.1959355","EFO_0000270"
"ENSG00000115353","76.5232027","EFO_0000270"
"ENSG00000030110","51.9904494","EFO_0000270"
"ENSG00000137507","53.4640968","EFO_0000270"
"ENSG00000137507","54.0238321","EFO_0000270"
"ENSG00000137507","55.6516469","EFO_0000270"
"ENSG00000137507","53.884387","EFO_0000270"
"ENSG00000137507","54.990989","EFO_0000270"
"ENSG00000137507","54.8407197","EFO_0000270"
"ENSG00000137507","51.3787508","EFO_0000270"
"ENSG00000171940","75.8362651","EFO_0000270"
"ENSG00000171940","74.5362282","EFO_0000270"
"ENSG00000103599","58.9190602","EFO_0000270"
"ENSG00000174123","63.4906948","EFO_0000270"
"ENSG00000198821","79.7581017","EFO_0000270"
"ENSG00000198821","80.6453705","EFO_0000270"
"ENSG00000198821","78.8636565","EFO_0000270"
"ENSG00000198821","81.4347804","EFO_0000270"
"ENSG00000198821","80.6026995","EFO_0000270"
"ENSG00000198821","81.0054779","EFO_0000270"
"ENSG00000100906","75.1064539","EFO_0000270"
"ENSG00000160712","61.7551923","EFO_0000270"
"ENSG00000171843","88.4352207","EFO_0000270"
"ENSG00000131507","55.1903844","EFO_0000270"
"ENSG00000148344","86.8394256","EFO_0000270"
"ENSG00000153814","83.6209118","EFO_0000270"
"ENSG00000153814","86.3813519","EFO_0000270"
"ENSG00000153814","86.2971246","EFO_0000270"
"ENSG00000163485","63.6537373","EFO_0000270"
"ENSG00000163485","50.9563088","EFO_0000270"
"ENSG00000163485","59.7741663","EFO_0000270"
"ENSG00000183354","51.9120932","EFO_0000270"
"ENSG00000157837","51.7172575","EFO_0000270"
"ENSG00000157837","50.7956326","EFO_0000270"
"ENSG00000157837","53.1650782","EFO_0000270"
"ENSG00000167207","81.4310551","EFO_0000270"
"ENSG00000184361","62.6766443","EFO_0000270"
"ENSG00000113448","72.0947206","EFO_0000270"
"ENSG00000174125","50.6856382","EFO_0000270"
"ENSG00000174125","63.4505212","EFO_0000270"
"ENSG00000174125","76.3938665","EFO_0000270"
"ENSG00000174125","53.8764298","EFO_0000270"
"ENSG00000174125","56.3811183","EFO_0000270"
"ENSG00000174125","56.9736362","EFO_0000270"
"ENSG00000174125","62.5047743","EFO_0000270"
"ENSG00000174125","52.1545768","EFO_0000270"
"ENSG00000169194","70.1537549","EFO_0000270"
"ENSG00000169194","77.8787911","EFO_0000270"
"ENSG00000105855","78.0623794","EFO_0000270"
"ENSG00000105855","65.099889","EFO_0000270"
"ENSG00000105855","80.7323813","EFO_0000270"
"ENSG00000079112","84.5280707","EFO_0000270"
"ENSG00000156218","58.2541883","EFO_0000270"
"ENSG00000156218","61.9424284","EFO_0000270"
"ENSG00000168685","69.4228053","EFO_0000270"
"ENSG00000168685","80.6865156","EFO_0000270"
"ENSG00000168685","70.8992541","EFO_0000270"
"ENSG00000168685","81.314075","EFO_0000270"
"ENSG00000168685","81.3445449","EFO_0000270"
"ENSG00000125347","51.7000914","EFO_0000270"
"ENSG00000134460","84.9649549","EFO_0000270"
"ENSG00000134460","84.6159935","EFO_0000270"
"ENSG00000134460","83.271867","EFO_0000270"
"ENSG00000134460","84.7081065","EFO_0000270"
"ENSG00000134460","82.7957809","EFO_0000270"
"ENSG00000134987","50.6227016","EFO_0000270"
"ENSG00000137745","53.8140178","EFO_0000270"
